Ticker,Acurácia Dir %,MAPE %,Acertos,Erros,Dias Teste,Dias Treino,Classe
ANIM3.SA,54.22,122.87,135,114,249,798,🟡 Bom
TEND3.SA,54.22,153.69,135,114,249,798,🟡 Bom
EXC,54.0,154.34,135,115,250,805,🟡 Bom
OKTA,54.0,261.35,135,115,250,805,🟡 Bom
HLI,54.0,295.11,135,115,250,805,🟡 Bom
ACHR,54.0,200.9,135,115,250,805,🟡 Bom
MPWR,54.0,761.4,135,115,250,805,🟡 Bom
PLTR,54.0,787.1,135,115,250,805,🟡 Bom
MTD,54.0,215.34,135,115,250,805,🟡 Bom
EXEL,54.0,197.69,135,115,250,805,🟡 Bom
EVRG,54.0,142.01,135,115,250,805,🟡 Bom
PWR,54.0,914.44,135,115,250,805,🟡 Bom
LLOY.L,53.97,165.46,136,116,252,809,🟡 Bom
BBSE3.SA,53.82,171.83,134,115,249,798,🟡 Bom
ENEL.MI,53.78,171.13,135,116,251,820,🟡 Bom
MUFG,53.6,145.55,134,116,250,805,🟡 Bom
ARES,53.6,274.73,134,116,250,805,🟡 Bom
FIVE,53.6,503.85,134,116,250,805,🟡 Bom
AVB,53.6,218.16,134,116,250,805,🟡 Bom
LAZ,53.6,169.07,134,116,250,805,🟡 Bom
TNDM,53.6,170.01,134,116,250,805,🟡 Bom
V,53.6,267.54,134,116,250,805,🟡 Bom
MRK,53.6,448.72,134,116,250,805,🟡 Bom
BTU,53.6,215.86,134,116,250,805,🟡 Bom
PAYO,53.6,178.05,134,116,250,805,🟡 Bom
PETR4.SA,53.41,180.82,133,116,249,798,🟡 Bom
LREN3.SA,53.41,152.96,133,116,249,798,🟡 Bom
ALGN,53.2,194.16,133,117,250,805,🟡 Bom
EQR,53.2,146.89,133,117,250,805,🟡 Bom
CHWY,53.2,164.52,133,117,250,805,🟡 Bom
NIO,53.2,178.22,133,117,250,805,🟡 Bom
ROST,53.2,500.95,133,117,250,805,🟡 Bom
C,53.2,164.79,133,117,250,805,🟡 Bom
WELL,53.2,217.25,133,117,250,805,🟡 Bom
OHI,53.2,194.25,133,117,250,805,🟡 Bom
HII,53.2,252.53,133,117,250,805,🟡 Bom
DIS,53.2,138.36,133,117,250,805,🟡 Bom
FATE,53.2,106.11,133,117,250,805,🟡 Bom
CSCO,53.2,155.83,133,117,250,805,🟡 Bom
ALV.DE,53.17,232.85,134,118,252,823,🟡 Bom
EVEN3.SA,53.01,224.56,132,117,249,798,🟡 Bom
